,text,target
801056,@katayy what do you think of Kelly clarkson? her new album has been pumping through my MP3 player for weeks now ,1
801057,@Prince_P follow me chris!! ,1
801058,@JonathanRKnight Good bless you too! hehe  Hasta pronto!!,1
801059,@nanalipzz89 BabyKnightOwl  I won't call you Trudy if you don't want it lol I am fine why are you in a bad mood sweetheart?,1
801060,"@GayTwink just for future reference, since i know you plan to message me hourly, its mykl4 with an L not a 1 ",1
801061,"I M La Boheme: NSFW hey guys, spread the word! the green party is in town!  ï¿½I...: hey guy.. http://tinyurl.com/dlevo2",1
801062,@thejoe78 sounds like you're enjoying pregnancy ,1
801063,"@paulmason10538 Ha-ha, don't you go starting again. I've stopped playing with it now, Mobbler I mean ",1
801064,@NOSSOATELIE Thank you dear! ,1
801065,zombies can be cute... in cupcake form... on a necklace   http://tinyurl.com/djbec4,1
801066,@daydreamer20 Good post. ,1
801067,One more hour for lunch .. its tough to kill time.. particularly when u are supposed to be working ,1
801068,@thecrazyjogger ITC latest changes to the network made me crazy yesterday ! but now it seems to work ok ,1
801069,"REALLY heavy rain, at the top of 18flr building  Splendid.",1
801070,At work...only 2 more days to go and then i am off for 7 more days  yay!!!,1
801071,being sexy and really happy ,1
801072,Desk up to ï¿½1.24. I think it'll be a flyer! ,1
801073,@BuzzEdition how have you been susan ,1
801074,My My Book just arrived  It was sitting in a box 10 times its size. Just roll-y poll-ying around.,1
801075,"I'm going so good without myspace, msn and stuff ",1
801076,Goodnight ,1
801077,"@karanbir Excuse me? 3 yrs ago you were all over Subway's nuts  Indian Restaurant, cuz all these years I still haven't been to one.",1
801078,@stanleytang I agree it is much more productive without Twitter ,1
801079,"No much traffic at the vacation time, but the few cars are driving more than crazy. Most germans are very agressive drivers.I miss Canada ",1
801080,Went to Calgary with some of the lads (Gaspar had to sit in the boot  ) to watch the Flames versus LA Kings. Calgary won 4-1. Nice night.,1
801081,"Once, I told him a story about ghosts being in my room.. For days, he talked about being very afraid. This kid knows how to heal himself. ",1
801082,"I'll sleep well tonight.... If the missus doesn't kick me out for being so late home, that is ",1
801083,anyone who reads my twitter is either very into education or bored le crazy! might throw in some naughty words to spruce my page up tehe ,1
801084,"What an awesome day   Boy am I grateful &amp; blessed, and I know it.",1
801085,"Progress on the Math Quilt is slow, but steady. Tomorrow I will teach children and finish sewing the Quilt. Then on to my beloved comics ",1
801086,@teleken It's a feat of USB engineering! Makes every day a party.  ,1
801087,@mydesire I saw that earlier on Darker Sights/Sounds. I subscribe to that blog in my google reader.  Yummmminesssssss.,1
801088,Back on the 7am train ... Rubbish! Only for 3 days though! ,1
801089,@bustxamovex i love you ,1
801090,@mrskutcher ur awesome ,1
801091,fight fight fight ,1
801092,currently obsessed with John Mayer's rendition of Free Fallin' http://tinyurl.com/cddc7g   ,1
801093,"@ninjen G'Night, youngster. Rest well. ",1
801094,@adeline_sky  that sounds fantastic! You're amazing! We need to watch some Muse gigs too! Shall we do it Saturday night?,1
801095,It's a sunny day today! This spells sweat hell if I go out for tennis. Overweight and out of shape and I'm about to run around an hour! ,1
801096,@StarChile.....ahhh.....alright. Thanks. Congrat's on your team's win today ,1
801097,@ariherzog Fun stuff!  Night Ari!  I'm sure blip will be there tomorrow! ,1
801098,"@janeeTMB thank U so much, you're not late, technically there are 45 mins left in the day since I'm in Cali.  ",1
801099,@shilshi older by a few days on twitter! let's see who puts a profile pic first ,1
801100,Just got back after an rough roadtrip to Amsterdam on the motorcycle. Had an excellent time there ,1
801101,@janicerose brody my friend ,1
801102,"@cobaltcow that's so true! Thnx man, that means an awful lot to me ",1
801103,God is a faithful God...i said promising and promising it was. Time for bed...so tomorrow may bring another beautiful day  goodnight luvs.,1
801104,BeiiNg NaUgHtY ,1
801105,"@mkl4  oops sorry dude, i'll go and get on that.  i'll be looking forward to your tweets ",1
801106,@stylekid  the mint ones are the fall cookies.  The spring ones are the chocolate/vanilla.  I think I can still get some mint ones. ,1
801107,@ilovespots Thank you  I hope the boys wear them this week!,1
801108,"@mandyblake  I was just about to X out of here for the night and saw your post, I started laughing!  You are funny!!  ",1
801109,@tickvg ooh sounds painful but have a good one ,1
801110,@hellivina You just gotta find something that speaks to you - and dive in.   I help rescued animals - those fuzzy faces make it worthwhile,1
801111,http://twitpic.com/2y3v4 - vote for Gilles Marini on Dancing with the Stars! ,1
801112,"@Eeoor - My pleasure! Let me know if you end up subbing, and what ",1
801113,"@imbanditspal to each her own, I say!  ",1
801114,"ok so the twilight book is pretty addicting, chapter 6, now its time for some sleep.. Good Night Tweeps ",1
801115,@katdogs Ya I'm first generation here in the states so my parents and grandparents mainly speak Greek.  Yiayia's are the best! ,1
801116,@shakn if you make samosas regularly ,1
801117,@jentheju don't cry ,1
801118,just signed in ,1
801119,"@suitelifeofkell yeah, well, we'll still talk about it, he just wont have any idea  plus i havent even talked ta him bout it yet",1
801120,@DontaStorey Boy stop Pssh!  What you been up to?,1
801121,yay finally  lmao,1
801122,Morning everyone! What a beautiful Day...Yay! ,1
801123,"late night mcd's run and back for more homework. ahhh, the life ",1
801124,ok... headed to bed. tomorrow I open shop for freddy and eddy ,1
801125,Mucho research to do today if I want to crack on with 2nd sweet charity auction fic - and I really really do ,1
801126,Went to the Dooce book signing.  Got my book signed.  Made an ass of myself.  But otherwise a good time. ,1
801127,@citrusandcandy because of the movie or the person asking you out? ,1
801128,I really hope im getting better. The nyquil is making me say good night. @marielxo hope you had a good time ,1
801129,@rachhiiee_ im sorry im not a neetball deeeeb.   nah jennys mine  she talks to me on facebook.,1
801130,@ruhanirabin and again this would help  http://technorati.com/tag/barcampkl,1
801131,day 2 is almost over!  i can't wait to eat wade...hehe...,1
801132,@voodooexp2009 i will give my first born to have ghostland observatory at voodoo again ,1
801133,"i'm thinking i'm blessed that ive a cmputr &amp; a fireplace on ths cold evening. Feeling content, I shall scuttle on off 2 bd  Nite all",1
801134,there are times when we surprise ourselves by exceeding expectations! and when others notice that.. it surely feels good ,1
801135,Back from camp!! YAY!! What did I miss? ,1
801136,@DaKing240 jealous regaring Godfather II. I hope I will get it next week delivered by Amozon UK. I want this game ,1
801137,@Brajeshwar Wow that's something unique. I wonder how they trace &quot;our&quot; roots ,1
801138,@ad1951 _if you really had something like the exchange w/ @maikwl  in mind beforehand than I admit being utterly and positively surprised ,1
801139,"@camillejaiden Dude.  Wow   Now I kind of sort of wished I'd gone, but still ehh.  $35 for 1 band.",1
801140,"Work like you don't need money, Love like you've never been hurt, &amp; dance like no one's watching. Good Night Tweethearts! Till tomo... ",1
801141,re-booting my room ,1
801142,@dustyedwards Of course! Have a good one! ,1
801143,Happy Birthday to my little girl Jasmine! She turns three years old today. Throwing her a mini b day party tomorrow with just us. ,1
801144,"@DanniAsheOnline I think that would work nicely gurl! go for it! I believe many, many people would sign up! ",1
801145,"@rootbeerfloats8 Nah, Gee will reply to me whenever he wishes. His birthday is coming up, so I have something that will make him smile. ",1
801146,"@Natlbug22 aww I'm sorry. Yeah, my work life is becoming... Intense... The sunshine is fabulous  missin you...",1
801147,@Monkeymoo2  You probably neded it. thank God that you are O.K. have a Good Day across the pond ,1
801148,"@John_Bishop Oh, TWITTER FOLLOWERS! WOOOOO!  ",1
801149,@TechBabe I blame ADD... too many things happening for me to focus on catching you haha... ooh look something shiny ,1
801150,"@CartBozman don't you worry matey, I'm still around, just trying to juggle podcasting, life, and my Internet life ",1
801151,@DOEZILLA Welcome to my fam ,1
801152,"@omg_pichu Oh my, who's fighting? *Randomly punches someone in the face* Am I winning? ",1
801153,"@pagankinktress ah yes, I subscribe as well ",1
801154,i went on fb and wasn't bothered to check all my notices. ,1
801155,@xShorty4Lifex lol yes  it does and i like it that way ,1
801156,going to pick up @30comau in a sec its our anniversary today ,1
801157,be the change you wish to see in the world ,1
801158,mireika I love love love dancing with the stars. It is so entertaining and fun. Nothing more sexy than a man who can dance ,1
801159,@natalietran if you're talking Chapel Street then try Borscht Vodka &amp; Tears on corner of Chapel and High St or Globe at 218 Chapel St ,1
801160,New Peter Alexander stuff always goes down well ,1
801161,@ChristianaZhu just joined AIESEC ,1
801162,T @BennyGreenberg Tools of the Road Warrior http://hub.tm/?KXJBQ Pretty Cool - Please Retweet ,1
801163,"@kworkman now that wifey works in a wine shop, I must know what my friends are drinking. Make with the details plz ",1
801164,I  just made the most amazing Banana Bread ,1
801165,I'm gonna be up for a while soinma be posting lost of tweets  just for you martha LOL,1
801166,Also getting alpaca and ima walk it ,1
801167,@sydney_holidays Thanks for those ,1
801168,@realchrissystar I'm sure if I saw you I'd think you're way little! ,1
801169,"@ErinEven Brb, fedexing my application to you! ",1
801170,@hitwithafish very nice pics! Such a cute family! ,1
801171,@lanaveenker It's not as much as I appreciate the information. Thanks! ,1
801172,...starting today ,1
801173,"@DonnieWahlberg Seriously, you are Donfucious!  ",1
801174,frosted wheats in milk for my midnight snack ,1
801175,OK all... Off to sleep on my magnetic mattress.  http://bit.ly/hPNrI  G'night all!  Sweet Dreams.   ,1
801176,@MrsP_ifurnastee rowr! you bet!  and @cartermorrison is going to bed..but I'm sure she would want to be included as well  LMAO,1
801177,@cameradeath  Well we're glad you're back.  Any pics from Curvy?,1
801178,"@Jenn_Brown haha no, i'm going to play some COD 4 now ",1
801179,GuiPulp is open ,1
801180,@jcrillz so's the real Common these days... ,1
801181,@elmardc ok thanks elmar! ,1
801182,@zeet75 Hahaha. ) I'm taking HRIM.  So I think it's only basic math. ,1
801183,"Uploading pics from Sunday night out - it was a good night, lots of fun, and I got to know my boyfriend's sister better ",1
801184,@HeavyHand ,1
801185,@nanalipzz89 lol okay than ,1
801186,http://twitpic.com/2y3z2 - need a twit pic asst. Any applicants? ,1
801187,"Twidroid installed, lets spam twitter with the g1 google mobile ",1
801188,@ddlovato Bill Beckett And lovato are homies who knew! ,1
801189,@sdownes1972 thx Stu will do! ,1
801190,"@AnnekaF Haha, I'm not that silly I'd need another job first. Got more plans into motion for moving overseas now anyhow ",1
801191,yay!!! hcc then sand key &amp; surfing. Big waves!! ,1
801192,pierce surprised me w/ 2 koi fish today! he's the best!!!  did i mention he's remodeling the whole apt?i'm so grateful for him in my life!,1
801193,nite twitterville  workout in the am  -ciao,1
801194,Some amazing news for 5yac!! Im so stoked follow me to see what comes next  be ready,1
801195,"watching hairspray, as normal :3 I updated my myspace btw, check it out  [check it lauren ;) lmao]",1
801196,i love my grandma ,1
801197,I'm off to Salsa Dancing lessons!!!  I love it!!!  ,1
801198,got a great first verse and chorus goin' i love this song ,1
801199,"@TrueGabe yep to the wine, and feijoa sorbet, muffins, chutney etc... we have a large tree  always open to suggestions tho ",1
801200,"Skype for iPhone + VoIPover3G, now we can easily make voice calls over 3G or GRPS/EDGE. Cool stuff, thanks to Open Source community ",1
801201,@sherlockjr but you can't be bitter if you stop watching! ,1
801202,@TJ_Sopher damn right - the grill is always open down here ,1
801203,@ravensymone hayy! big fan love your music and your show !! ,1
801204,sitting here watching a lovely young man watch anime on youtube   Sweet  He's so interesting ,1
801205,"@ParkRat It's my view, not yours -- yours is the same ",1
801206,@dj_bubble ur welcome  ...yes I have 'Accounting' Exam today,1
801207,@hannahpoulton good morning! you sound very chirpy ,1
801208,@anasalido Hey you! I miss you a lot.. I want a catch up on your life sometime  and thanks lol,1
801209,on my way home from a relaxing weekend  to bad it's back to reality :/,1
801210,Had a great night..really enjoying life  ,1
801211,@bella456 Nah! You already gave me that good idea for the strawberry yogurt at Menchie's! ,1
801212,@plasticfuzzies who you goin with timmy!! you know my birthday is on the 19th...so maybe go again then! ,1
801213,@deon - &quot;source shine2&quot;? hahahaha... istilah yang aneh ,1
801214,goodnight ,1
801215,@davemcclure haha! yeah that does sound closer to it ,1
801216,@point_moot You're welcome! scotch_mist was the best thing I ever saw on TV on New Year's Eve. ,1
801217,"@ummahfilms bro update your twitter link at youtube, its twitter.com not tweeter.com ",1
801218,"@ellie1971 yes, thatï¿½s a good idea!  how late is it at your side of the world?",1
801219,@jazz_nash ahaha im sure it is. lol ,1
801220,"Well Twitter, it has been an exciting date for me..  Victorious. I am going to sleep and see you all tomorrow.",1
801221,"@smange Oh France instead? That'd be fine by me, too!  Oh I see... Agen. Nice spot?",1
801222,"@danthedaddy I love that you &quot;tweeted&quot; Love You, Forever. ",1
801223,@DanniAsheOnline I wholeheartedly agree with you on that one! ,1
801224,@darylsws  Morning  What's up?,1
801225,Life is not fair.. but still good. ,1
801226,"Hi, I'm here. I've been on the phone all day long, catching up with calls, making plans, executing strategy. It's been a very good day. ",1
801227,@zoecello Love the &quot;cello cave!&quot; I saw you at Convergence 13 and am glad to find you have a Twitter. Keep on being awesome. ,1
801228,@Vanilla_B ok miss kat williams lol ive done it ,1
801229,@MrPeterAndre 7 pounds is an awesome film ,1
801230,"@sarakgee  im not sur ehon, im coming with 2 more people, we have like 10 days. How bout ya'll come ot LA? ",1
801231,"that damn house wants 3,000 more than we offered...ugh...may not be too out of reach though ",1
801232,On leave today.. taking care of the baby. He is going to be 8 months old ,1
801233,@yod9 Thanks tons man! Seems to b working  Now I must try it on my internet PC in the studio. Need to get u 2 work on my recording pc! ha!,1
801234,Fitnessdk with Rebecca! Nu kï¿½ï¿½ï¿½ï¿½r vi!! ,1
801235,@marjorayy so then you should blogspot about it  haha,1
801236,im glad you had a good time  i wntd to do something nice for u and we did! what r u up to?,1
801237,Good morning twitters! Tuesday... but like Thursday ,1
801238,@SuperTim hehehe thanks!  I saw it in the store and just couldn't leave without it. I love hats. ,1
801239,@Hedder37 lol. Okay  sounds like a plan.,1
801240,@carlos0312 yeah. At first I thought it was strange too. But I'm not complaining  I'm used to it now. I'll look it up.,1
801241,@djmafia20 wha'ever. i'll plug it into my phone. and see you on the 25th!! ,1
801242,Sitting in Sydney text-skyping my Dad who is in LHR dep lounge on brink of latest holiday adventure. Love the connection. ,1
801243,Off to bed! Night people. ,1
801244,"200+ denyhosts emails in the mailbox this morning, perhaps I should put up a message saying the root user has ! in /etc/shadow ? ",1
801245,this week starts - on tuesday... ,1
801246,@JGar4 and @umadamgotlost I'm happy with it! It just wasn't easy in the least! ,1
801247,jumped off the wharf today. in the coldest wind and rain...really cool ,1
801248,Is on butcher's hill for the evening. Going back to the west side in the early morn! Hope some followers find me in the meantime! ,1
801249,Good night and good day twitters! ,1
801250,"He feels what I have felt right now, can't sleep and need attention from somebody ",1
801251,Working papers - what the original order called Flying Rolls &amp; we call &quot;Aerodynamic Biscuits&quot;  - also available. http://bit.ly/BsS7b #wbc2,1
801252,"In a horrible self fulfilling slump. Experts say they dont exist...wanna bet? Nevermind, I'd lose that too. Taking hiatus for a few days ",1
801253,http://twitpic.com/2y3zs - Kelly Clarkson!! ,1
801254,@QueenZita --Oh make it no be true! Sorry Beanie. Hope you feel better. ,1
801255,Think &quot;Silence of the lambs&quot; - and laugh your ass of   http://twurl.nl/854wcg,1
801256,Francis is feeling emilie autumnal and appears to have got to stevenage at some sort of supraluminal velocity! ,1
801257,@angiem93 well I will just keep on posting pics of my boy for everyone to see    http://twitpic.com/2y436,1
801258,"@BostinBloke im very good thanks, just getting ready for work ",1
801259,http://tr.im/imwb &lt;- ?i mï¿½y bay nï¿½n ng?i ch? nï¿½o ?? lï¿½c r?i thï¿½ c? h?i s?ng lï¿½ cao nh?t? ,1
801260,@Hayvock good luck man i hope you get the jop ,1
801261,@lchin jogging while talking about ruby... the new frontier of fitness for the ruby hacker?  seems cool anyway,1
801262,Attempting to leave &amp; cross the Int'l dateline the day before my birthday so I skip it completely this year. I stay at this age again!! ,1
801263,I'm glad jelly beans are in season because I have been craving them ,1
801264,thank you sexxy flower take your time.. happy sleeps and wet dreams.. luv ya babe!!!! ,1
801265,Excited to watch Gossip Girl later! ,1
801266,@Cath_B  No didn't know he was here. Will do now  Is he real though? Lots of fakes about,1
801267,I almost want one. http://bit.ly/T8KBb    maybe ,1
801268,@amandadiva Facebook is such a trip! That's funny. Did you accept her friend request? ,1
801269,"Wow @sockington, I was unaware how popular u were/are 292,018 followers! ",1
801270,All the weight lost through healthy eating (slimming world) ,1
801271,"Hoping I can get some good sleep tonight... Poor baby, I still feel bad. A nice warm lavender bath made her feel good though  she's tough!",1
801272,"Beyonce was much better than Britney. She can sing, for starters! ",1
801273,"@ddlovato and that kinda defeats the point of writing them. and if you like em you can follow me, i try to post at least one a day. ",1
801274,Layin it down...wish my HB were here or vice versa. Only 3 days to go baby!!!   Hope u feel better in the A.M. Night fellow tweeters!,1
801275,@leoncitobonito oh! that's cool. the mug came out well. good job. ,1
801276,"@najicaloves yeah, as long as there's still tickets! it's free ",1
801277,"going to bed soon.  finally! i was talkin with one of my best friends, myla.  i haven't had good girl-talk in a LONG time!  fun-fun.",1
801278,@fartingpen agreed ,1
801279,"loves having a lot of work that needs doing, this should keep me occupied for the next 2 days.  http://plurk.com/p/mzyb1",1
801280,@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? ,1
801281,@ggen lol soooo new update? on my way to read it!~ ,1
801282,"@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn--Unity, I stand with them. ",1
801283,@ryanjschmidt  happy to 'give the GEARS' to one @ryanjschmidt  ,1
801284,"@maxandcats hahaha, I'm sure most of it was planned like a whole dance company but there were some who did join in that looked unplanned. ",1
801285,Gooooooood morning to ya all! ,1
801286,@Rachel_New A teeny bit? You dating a leprechaun? ,1
801287,may have just pulled off the greatest save in the history of tetris. Three cheers for insomnia ,1
801288,@mrskutcher Hello  How's the family goin?  hope good ;),1
801289,is ridiculously hot in his apartment..but can't wait for this weekend ,1
801290,@michaelgrainger *huggs* back...but I think you are the most hugged man on twitter! ,1
801291,Almost Wednesday...NIte all. ,1
801292,"Well, tomorow should be fun. I don't know why! But I'm tired. Goodnight kids ",1
801293,":busy busy night -- folding laundry, packing, writing a paper...be back in Portland in 48 hours ",1
801294,@UnitZeroOne Happy birthday ! let the sun shine through your life   and you know Singapore is very sunny place ;,1
801295,Good morning my little lovely fairy  My lovely fairy who is flying above goddess of love! Hey goddess watch out!,1
801296,@JoyAndLife am doing well... just been hectic and busy with work and family ,1
801297,"wants someone to listen to love songs, and think of me ",1
801298,@inlookout Did you try looking in your junk mail? Pls DM me your email so I can check it out for you ,1
801299,@prgh Well she's going into hospital this morning. (jumps up and down with excitement) ,1
801300,@Stacey9705 ahh hi stacey! ,1
801301,@lizpdx Lol..no prob! We cant rant about it tomorrow. ,1
801302,@markvanbaale the one that has my heart ,1
801303,What a beautiful morning ! Shame im not home sleeping through it ,1
801304,@hansonmusic I can't wait for the new record ,1
801305,i was so happy today was nice out!!  im so happy spring has shown up..for now anyways ,1
801306,is trying to get done with her research and go away for the weekend... ,1
801307,@squishymatter good night and wonderful dreams and thanks for checking up on me ,1
801308,Talking to alicia about twitter ,1
801309,@aussiecynic is it? why? well then indonesian school could be a great place for me at this point ,1
801310,@JayJayLive haha...funny funny. my job..hmm..has its ups and downs..but overall I do enjoy it  I am an events &amp; campaigns co-ordinator ,1
801311,CONGRATULATIONS TAKAMASU ISHIHARA AKA MIYAVI! ,1
801312,@whiteguysdancin E. Only when my pain subsides enough for me to hurt myself and do it ,1
801313,First day of three month secondment to a client today. Bonus points: their offices are about 10 minutes walk from my house ,1
801314,going to bed little early today.... whole half hour early... lol ,1
801315,"@asurana you're welcome, I haven't used aptana in &gt;6 months, let me know if you like it. ",1
801316,I like making friends with people who are building very cools things. One such person is @nathanchase who built http://flickchart.com ,1
801317,@donniewahlberg thinkn of how proud i am 2 share this ride with u &quot;thank u&quot;just doesnt say enough ill b 4ever grateful. ,1
801318,@rachelramsay most quality hosts that offer reseller accounts can do that for you ,1
801319,"@DylzWexford: motorbikes are so much more fun than electric bikes.  we rode around the city on one yesterday, new summer activity i think.",1
801320,in Aries with peter and luke ,1
801321,"http://tinyurl.com/dcupoy if this commercial doesn't make you horny, i don't know what can! ",1
801322,Up early for a change! (beats getting up in the afternoon) ,1
801323,@mikeyway http://twitpic.com/2xzoe - Cool  Well done Frankie.,1
801324,"@daNanner Night, darlin'!  Sweet dreams to you ",1
801325,Did Halls of Stone yesterday ith a PuG with my lvl80 Blood DK. Was fun and eveything whent fine.  was great time!,1
801326,"Getting a nice break, excited about classes and this INCREDIBLE weather, but especially about this weekend  home! &lt;3",1
801327,@sdotkdotc Maybe..just so I don't Chris Brown her ass.  j/k..or am I..?,1
801328,"@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn)--Unity, I stand with them. ",1
801329,@erinmaher Ummm... I think me and @ashumittal have used it so far.  Dunno.  I just made it up 15 mins ago.  Thought it'd be fun.  ,1
801330,@jaredleto not that I donï¿½t love working but....I deserve some vacation ,1
801331,"is very excited, SkyHD is coming today ",1
801332,Good morning everybody! ,1
801333,@galaxyzoo Thanks!!!! ,1
801334,@foodphilosophy I know what you mean. You can look at bounce backs then send email to yahoo &amp; so on... They will clear your URL. ,1
801335,"@polaroidskyline they're right, you really should be famous. haha. ",1
801336,got a great background from @professorhazard now!  ,1
801337,"Night all, back for more tomorrow ",1
801338,"5 games in a row this week. 1 down, 4 to go.  Can't wait!",1
801339,Waiting for Chris to make my dream come true &amp; give away DAY 26 tickets ,1
801340,going to san jose tomorrow to see one of my old cold stoners before the sharks game. it's gonna be a good day ,1
801341,Most awesome.. Built a fileserver/NAS/firefly server serving up my music to iTunes. ,1
801342,@beanXcore i do have one ,1
801343,@MajorGutterball and goodnight also! ,1
801344,I'm loving my iPod touch ,1
801345,"oh, it is early. well, im about to take a bubble bath, with lots of bubbles. ",1
801346,Looking forward to having dinner cooked for me again tonight! What a wonderful man I have.   Could use a nap before dinner though!,1
801347,@MrChInBsC changed the channel... ,1
801348,@littleunred runy baby run ,1
801349,@Scyranth ,1
801350,Trying so hard but Can't sleeeep...chattin with my girl britney.     surround urself with real positive people.,1
801351,@MJDancer38 really.like i would buy that sweater from him. i couldnt tell if it was silk or a really nice polyester blend..lovesit chrisB ,1
801352,now the jOSui GD Env will have Search ,1
801353,Welcoming two soooper dudes @Sayanosauras and @vinu_ms to twitter ,1
801354,After a weekend that'll never forget...its back to grindin ,1
801355,...and relax! I'm on the train!!  you don't get drama like that on the BBC! ,1
801356,just finished painting the tree for my mural.  I can't wait until its done.,1
801357,@MrSocial sounds gooddd ,1
801358,@markjarvis oh goody. i just have to find a copy! ,1
801359,@EmVicW really? i interpret it as 'yes i can do that &amp; not bother u further' (hav said to bosses in the past) ,1
801360,"Ugh @TreyDerbes now I have that song in my head! @spoonbender, trey offered us &quot;all access&quot; to his next dance party, sounds kinda sleazy? ",1
801361,so sleeepyy.. finally the load of laundry i had to get done is DONE  good night everyone,1
801362,@jhayu Here's one more. I have Maggi Noodles ,1
801363,@OfficialPRofOZ you deserve it  you work very hard for Oz!!,1
801364,@macosken  Am I going to have to tell you to go home and get your shine box ,1
801365,@pinkcat Bonjour le chat ,1
801366,"@hansonmusic http://twitpic.com/2y0cg - Nice dishes Taylor and the table is set so nice, very formal. Looks like you had a great meal ",1
801367,Up bright and breezy this morning and looking forward to a life sorting run at lunchtime ,1
801368,Finally! I just created my WordPress Blog. There's already a blog up on the Seattle Coffee Community  ... http://tinyurl.com/c5uufd,1
801369,@janicerose i know u are  best one too,1
801370,Finally getting to see the hills. ,1
801371,"@greggrunberg Acting! You did it wonderfully! Great ep!  &quot;Monster&quot; will be a fate worse than death for Danko, hopefully.",1
801372,Fast &amp; the Furious! It's awesome... Vin diesel? F-ing hot! Same goes for Paul...yum ,1
801373,"would love to stress that her last status was directed towards her wonderful parents, not her amazing Twitter contacts! ",1
801374,@KennethReitz yes its really awsome! ,1
801375,is it wrong to always have oatmeal in your bag? ,1
801376,@Strawburry17 you. can. do it!!! ,1
801377,turkish style = ek sure  re: http://ff.im/1XWae,1
801378,"Ta all for bombarding me with links to the HO story, 'tis old news &amp; I was in Chessington w kids  Onwards",1
801379,it is.....the new charlie the unicorn   http://www.newgrounds.com/portal/view/490280,1
801380,@aniita_0517 Ani!! You finally discovered twitterworld!! hehe welcome!!!!   Oh this is so good! ,1
801381,@zzap I'm hiding  And there's not much point anywaysss,1
801382,@maikeru76 your np mean no problem??  In the Marriott world I worked iin..should never be a problem-always a pleasure! hahah! mp ,1
801383,@pinkcat Morning ,1
801384,@justG Great to hear G! Very glad your Uncle's doing alright ,1
801385,Oh my. My new logo has been featured at http://www.logofi.com ,1
801386,Going to bed after a very blessed day today night twits! ,1
801387,jake shows me gh metallica  http://pikchur.com/t4c,1
801388,Going training with a bug in my system. Thank god Shihan is coming up ,1
801389,@inprogress Let me know if you need any help. ,1
801390,stuffed with cupcakes and marshmallows from baked butter goods ,1
801391,@GoldenFish00 I've got the DVD! (well it's not mine!) ,1
801392,"Yesss, Chris's parents are going out of town on Friday till May. You know what that means... Rachel is moving temporarily ",1
801393,@karanbir I'm going to Subway because I'm fressh  Happy Spring Break.,1
801394,@artistwells Ty Very much ,1
801395,@mollydotcom Haha Molly you're really funny.  I enjoy reading your tweets.,1
801396,@Lukaskywalker I watched oth s5 again ,1
801397,"@sendchocolate Jsut visited you blog, can't see any noticeable changes yet, and it's time to get 'stuff' done, I'll check it later ",1
801398,"'Seek the truth, and the truth will set you free...' damn powerful..  harder than it seems. but definitely worth it. ",1
801399,Perl's CPAN installer has lots of quirky humour which is fun but I just want to get the job done. I prefer quiet tools; funny docs are OK ,1
801400,@VampireBill Have a safe trip then. ,1
801401,"@JustDes Thank you  Hope it's not going the suck way today! (LOL!! Yes, I am aware that sounds soooo wrong!!)",1
801402,"@kidsgoape everyday  Tho now we share the reading, he read one page I read another (7yrs)",1
801403,@ColorBakery Thankyou ,1
801404,@NormGregory Oh and I'm a HUGE Big Love fan! Trying to wrap Season 2 up. That show is so creepily accurate - take it from a Utah girl. ,1
801405,@kellyleahy Not this many files ,1
801406,&amp; i played that shit out till the battery died ahaha!...good nite everyone ,1
801407,says suggest ng names ng dogs oh. mey 4 kming puppies. 2 lalaki 2 babae  http://plurk.com/p/mzz7b,1
801408,@timjennion morning mr  hows things?,1
801409,@MistyDavies Glad I could help.  Now we just need barcode scanners.,1
801410,"@tsarnick I know, i apologized to her ",1
801411,in bed with an headache. my first time on twitter. let's see if I manage to upload a photo? ,1
801412,great weekend with the bffs. freelancing. clean room. doc project coming along (=graduation). national championship. life is good  twoosh!,1
801413,"this night's to do list: clean, make wishlist, and sing to my musics. ",1
801414,@jprice swing thru htwn &amp; get me 1st ,1
801415,Lunch with black girl aiden Lukas. Check out taylorians.com ,1
801416,Is there Twitter for francophones?  Maybe I would tweet more en franï¿½ais ,1
801417,"@julesbianchi OMG, you participated in the Fusion Tour, looks so cool ",1
801418,It's world health day! Help make hospitals safe. Go to http://www.clickabrick.org/ (via @addthis) and CLICK A BRICK ,1
801419,"@efng   &quot;Now, if we only had a wheelbarrow...&quot;  ",1
801420,@xShorty4Lifex thanx  ,1
801421,"@Fang04 i dont know how to tell u this, but ive found soemone else...jk ",1
801422,Watching Serendipity on the phone then sleeep! Night. ,1
801423,working out at the hotel gym.  112 calories burned.,1
801424,"This is the coolest testament to Jonanthan - sitting here, deciding how we're going to change the world.   Big stuff not required.  ",1
801425,"@pfspleen Not sure I have the party feet for Ibiza lol! Minorca might be nice though, I shall have a mooch  Ta.",1
801426,@vinu_ms ?????? ???? ???? ?? ???????????? ... pls excuse spelling mistakes ,1
801427,@mileycyrus: Me And My Besterzz Agree That Should Be Counted As A Little Nap  Sleep Tight Love Us  xoxo,1
801428,"My cuckold actually had the nerve to pass out on me, so I'll be taking calls on Niteflirt in a few.  Probably till 4am-ish  ",1
801429,"@romanxcandle but it's all in good fun me &amp; @jillalbano love you, clearly ",1
801430,Is going to Origin I &amp; III oh yeah  thankyou Mr Rudd. Flights accom tickets. Can't wait!!,1
